,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes
12636,mobile,ended,97.0,
12637,mobile,ended,-40.0,
12638,mobile,ended,9.0,
12639,mobile,canceled,,
12640,mobile,ended,-136.0,
12641,mobile,ended,,
12642,mobile,ended,172.0,
12643,mobile,canceled,,
12644,mobile,ended,21.0,
12645,mobile,ended,,
12646,connect,ended,41.0,
12647,mobile,ended,,
12648,mobile,ended,62.0,
12649,connect,canceled,,
12650,connect,ended,-10.0,
12651,mobile,ended,,
12652,mobile,ended,21.0,
12653,mobile,canceled,,
12654,mobile,ended,15.0,
12655,mobile,canceled,,
12656,mobile,ended,-32.0,
12657,mobile,ended,100.0,
12658,mobile,ended,-128.0,
12659,mobile,ended,21.0,
12660,mobile,ended,24.0,
12661,mobile,ended,204.0,
12662,mobile,ended,13.0,
12663,mobile,ended,70.0,
12664,mobile,ended,-1.0,
12665,mobile,ended,-3.0,270.0
12666,mobile,ended,16.0,
12667,connect,ended,-642.0,
12668,mobile,ended,,
12669,mobile,canceled,,
12670,mobile,ended,-86.0,
12671,mobile,ended,,
12672,mobile,ended,,
12673,connect,ended,-15.0,
12674,mobile,ended,10.0,
12675,connect,ended,-102.0,30.0
12676,mobile,ended,108.0,
12677,mobile,ended,69.0,
12678,mobile,ended,68.0,
12679,mobile,ended,8.0,
12680,mobile,ended,20.0,
12681,mobile,ended,9.0,
12682,mobile,ended,115.0,
12683,connect,ended,-17.0,
12684,mobile,ended,-549.0,
12685,mobile,ended,-150.0,
12686,connect,ended,49.0,120.0
12687,mobile,canceled,,
12688,mobile,ended,-117.0,
12689,mobile,canceled,,
12690,mobile,ended,54.0,
12691,mobile,ended,-36.0,
12692,mobile,ended,60.0,
12693,mobile,ended,16.0,
12694,connect,canceled,,60.0
12695,mobile,ended,77.0,
12696,connect,ended,-1095.0,
12697,mobile,ended,-87.0,
12698,mobile,ended,-110.0,
12699,mobile,ended,124.0,
12700,mobile,ended,-96.0,
12701,mobile,ended,80.0,
12702,mobile,ended,,
12703,mobile,ended,-117.0,
12704,mobile,ended,-6.0,
12705,mobile,canceled,,
12706,mobile,ended,,
12707,mobile,ended,-96.0,
12708,mobile,ended,9.0,
12709,mobile,ended,65.0,
12710,connect,ended,105.0,
12711,mobile,ended,4.0,
12712,mobile,ended,85.0,
12713,mobile,ended,-78.0,
12714,mobile,ended,,
12715,mobile,ended,,
12716,mobile,canceled,,
12717,mobile,ended,-2.0,
12718,connect,ended,99.0,
12719,connect,ended,-74.0,
12720,mobile,canceled,,
12721,mobile,ended,7.0,
12722,mobile,ended,-23.0,
12723,mobile,ended,7.0,420.0
12724,mobile,ended,796.0,
12725,mobile,ended,16.0,
12726,connect,ended,0.0,
12727,mobile,ended,29.0,
12728,mobile,ended,2.0,
12729,connect,ended,-8.0,
12730,mobile,ended,-317.0,
12731,mobile,canceled,,
12732,mobile,ended,24.0,
12733,connect,ended,,
12734,mobile,ended,42.0,
12735,mobile,ended,62.0,
12736,mobile,ended,11.0,480.0
12737,mobile,ended,-28.0,
12738,mobile,canceled,,
12739,mobile,ended,73.0,
12740,mobile,canceled,,
12741,connect,ended,-81.0,
12742,mobile,ended,41.0,
12743,mobile,ended,5.0,
12744,mobile,ended,-35.0,
12745,mobile,ended,162.0,
12746,mobile,canceled,,
12747,connect,ended,-129.0,
12748,connect,ended,94.0,
12749,connect,ended,28.0,
12750,mobile,ended,35.0,
12751,connect,ended,-61.0,510.0
12752,mobile,canceled,,
12753,mobile,ended,166.0,
12754,mobile,ended,-172.0,0.0
12755,connect,ended,-542.0,
12756,mobile,ended,-37.0,
12757,mobile,ended,-7.0,
12758,mobile,ended,101.0,
12759,mobile,ended,,
12760,mobile,ended,,
12761,mobile,ended,77.0,
12762,connect,ended,-42.0,
12763,connect,ended,-20.0,
12764,mobile,ended,44.0,
12765,mobile,canceled,,
12766,connect,ended,-110.0,
12767,mobile,ended,-33.0,
12768,connect,ended,41.0,
12769,mobile,ended,-19.0,
12770,mobile,ended,38.0,
12771,mobile,canceled,,
12772,mobile,ended,-114.0,
12773,mobile,ended,-2.0,
12774,mobile,ended,-115.0,660.0
12775,connect,ended,122.0,420.0
12776,mobile,canceled,,
12777,connect,ended,-1.0,420.0
12778,mobile,ended,370.0,
12779,mobile,ended,-86.0,
12780,mobile,ended,75.0,
12781,mobile,ended,11.0,
12782,mobile,ended,63.0,
12783,connect,ended,-29.0,
12784,mobile,ended,27.0,
12785,mobile,ended,,
12786,mobile,ended,245.0,
12787,mobile,ended,4.0,
12788,mobile,ended,64.0,
12789,mobile,ended,30.0,
12790,mobile,ended,,
12791,connect,ended,-150.0,
12792,mobile,ended,262.0,
12793,mobile,ended,,
12794,connect,ended,-11.0,
12795,mobile,ended,-56.0,
12796,mobile,ended,45.0,
12797,mobile,canceled,,
12798,mobile,ended,154.0,
12799,mobile,ended,43.0,
12800,mobile,ended,8.0,
12801,connect,ended,62.0,60.0
12802,mobile,ended,,
12803,mobile,ended,23.0,
12804,mobile,ended,28.0,
12805,mobile,ended,-30.0,
12806,mobile,ended,-2.0,
12807,mobile,ended,131.0,
12808,connect,ended,-322.0,
12809,mobile,ended,25.0,
12810,mobile,ended,23.0,
12811,mobile,ended,2.0,
12812,connect,ended,39.0,
12813,mobile,ended,-14.0,
12814,mobile,ended,210.0,
12815,connect,ended,-66.0,
12816,mobile,ended,-83.0,
12817,connect,ended,-96.0,
12818,mobile,ended,-1.0,
12819,mobile,ended,,
12820,mobile,ended,26.0,
12821,mobile,ended,73.0,
12822,mobile,ended,-1.0,
12823,mobile,ended,68.0,
12824,mobile,ended,301.0,
12825,mobile,canceled,,
12826,mobile,ended,-26.0,
12828,connect,ended,2.0,300.0
12829,connect,ended,-24.0,30.0
12830,mobile,canceled,,
12831,connect,canceled,,
12832,mobile,ended,157.0,
12833,mobile,ended,91.0,
12834,mobile,ended,-284.0,
12835,mobile,ended,-20.0,
12836,connect,ended,-159.0,
12837,mobile,ended,,
12838,mobile,ended,,
12839,mobile,ended,-183.0,
12840,mobile,ended,-46.0,
12841,mobile,ended,-267.0,
12842,mobile,ended,-806.0,
12843,mobile,ended,,
12844,mobile,canceled,,
12845,mobile,ended,-553.0,
12846,mobile,ended,,
12847,mobile,ended,266.0,
12848,connect,ended,-61.0,
12849,mobile,ended,144.0,
12850,mobile,ended,1395.0,
12851,mobile,ended,32.0,
12852,mobile,ended,22.0,
12853,connect,canceled,,30.0
12854,mobile,ended,24.0,
12855,mobile,ended,11.0,
12856,connect,ended,146.0,
12857,mobile,ended,,
12858,mobile,ended,,
12859,connect,canceled,,
12860,connect,ended,-60.0,
12861,mobile,ended,-6.0,
12862,mobile,ended,-320.0,
12863,mobile,canceled,,
12864,mobile,ended,-10.0,390.0
12865,mobile,ended,158.0,
12866,mobile,canceled,,
12867,connect,ended,5.0,
12868,connect,ended,56.0,
12869,mobile,canceled,,
12870,mobile,ended,17.0,
12871,mobile,ended,55.0,
12872,mobile,ended,,
12873,mobile,ended,51.0,
12874,mobile,ended,,
12875,mobile,ended,-174.0,
12876,mobile,ended,-2.0,
12877,connect,ended,-555.0,150.0
12878,connect,ended,-73.0,
12879,mobile,ended,85.0,
12880,mobile,ended,129.0,
12881,mobile,ended,4.0,
12882,connect,ended,12.0,
12883,mobile,ended,25.0,
12884,mobile,ended,26.0,
12885,mobile,ended,51.0,
12886,connect,ended,-17.0,
12887,connect,canceled,,360.0
12888,mobile,ended,6.0,
12889,mobile,ended,-22.0,
12890,connect,ended,-57.0,
12891,mobile,canceled,,
12892,mobile,ended,-14.0,
12893,connect,ended,-71.0,
12894,mobile,ended,-6.0,
12895,mobile,ended,3.0,
12896,mobile,canceled,,
12897,mobile,ended,13.0,
12898,connect,ended,-82.0,
12899,mobile,ended,-56.0,
12900,connect,canceled,,
12901,mobile,ended,,
12902,mobile,ended,8.0,
12903,mobile,canceled,,
12904,mobile,ended,-17.0,
12905,mobile,ended,4.0,
12906,mobile,ended,-54.0,
12907,mobile,ended,5.0,
12908,mobile,canceled,,
12909,mobile,ended,2.0,
12910,mobile,ended,,
12911,connect,ended,-64.0,
12912,mobile,ended,1167.0,
12913,mobile,ended,-12.0,
12914,mobile,canceled,,
12915,mobile,ended,128.0,
12916,mobile,ended,307.0,
12917,mobile,canceled,,
12918,mobile,canceled,,
12919,mobile,ended,-185.0,
12920,mobile,ended,-197.0,
12921,connect,canceled,,
12922,mobile,ended,61.0,
12923,mobile,ended,11.0,
12924,mobile,canceled,,
12925,mobile,ended,-109.0,
12926,connect,ended,46.0,0.0
12927,mobile,ended,-153.0,
12928,mobile,canceled,,
12929,mobile,ended,12.0,
12931,mobile,ended,12.0,
12932,mobile,ended,,
12933,mobile,ended,14.0,
12934,mobile,canceled,,
12935,mobile,ended,45.0,
12936,mobile,ended,5.0,
12937,mobile,canceled,,
12938,connect,canceled,,
12939,connect,canceled,,
12940,connect,ended,116.0,
12941,connect,canceled,,
12942,mobile,ended,278.0,
12943,mobile,ended,,
12944,mobile,ended,135.0,
12945,mobile,ended,9.0,
12947,mobile,ended,185.0,
12948,mobile,ended,22.0,
12949,mobile,ended,10.0,
12950,mobile,canceled,,
12951,mobile,ended,10.0,
12952,connect,canceled,,
12953,mobile,canceled,,
12954,mobile,ended,2.0,
12955,connect,ended,-9.0,
12956,mobile,ended,44.0,
12957,mobile,ended,-173.0,
12958,mobile,canceled,,
12959,mobile,ended,184.0,240.0
12960,mobile,ended,80.0,
12961,mobile,ended,-132.0,
12962,connect,ended,77.0,
12963,mobile,ended,-130.0,
12964,mobile,ended,-986.0,630.0
12965,connect,ended,-12.0,
12966,mobile,canceled,,
12967,mobile,ended,154.0,
12968,mobile,ended,-7.0,
12969,mobile,ended,-27.0,660.0
12970,mobile,ended,74.0,
12971,mobile,ended,49.0,
12972,mobile,ended,10.0,
12973,mobile,ended,,
12974,connect,canceled,,0.0
12975,mobile,canceled,,
12976,mobile,ended,-75.0,
12977,mobile,ended,,
12978,mobile,ended,-125.0,570.0
12979,mobile,ended,20.0,
12980,mobile,ended,4.0,
12981,mobile,ended,75.0,
12982,mobile,ended,-687.0,
12983,mobile,ended,79.0,
12984,mobile,ended,20.0,
12985,mobile,canceled,,
12986,connect,ended,-25.0,
12987,mobile,ended,56.0,
12988,connect,canceled,,
12989,connect,ended,-6.0,
12990,mobile,ended,65.0,
12991,mobile,canceled,,
12992,mobile,ended,,
12993,connect,ended,5.0,
12994,mobile,ended,-18.0,
12995,connect,canceled,,
12996,connect,canceled,,
12997,mobile,ended,60.0,120.0
12998,mobile,canceled,,
12999,connect,ended,13.0,
13000,mobile,ended,,
13001,mobile,ended,-845.0,
13002,mobile,canceled,,
13003,mobile,ended,-60.0,
13004,connect,ended,36.0,
13005,mobile,canceled,,
13006,mobile,ended,-8.0,
13007,connect,ended,-10.0,
13008,mobile,ended,7.0,
13009,connect,ended,-30.0,570.0
13010,mobile,ended,34.0,
13011,connect,ended,-210.0,
13012,mobile,ended,417.0,
13013,mobile,canceled,,
13014,connect,ended,-58.0,90.0
13015,connect,ended,-20.0,
13016,mobile,ended,7.0,
13017,mobile,canceled,,
13018,mobile,ended,9.0,
13019,mobile,ended,-52.0,
13020,mobile,ended,15.0,
13021,connect,canceled,,
13022,connect,ended,-68.0,
13024,mobile,ended,-14.0,120.0
13025,mobile,ended,8.0,
13026,mobile,ended,,
13027,mobile,ended,-171.0,300.0
13028,mobile,ended,13.0,
13029,mobile,ended,132.0,
13030,mobile,ended,28.0,
13031,mobile,ended,19.0,
13032,mobile,ended,23.0,
13033,mobile,ended,114.0,
13034,mobile,ended,-35.0,
13035,mobile,ended,17.0,0.0
13036,mobile,ended,26.0,
13037,connect,ended,-10.0,
13038,mobile,ended,374.0,
13039,connect,canceled,,240.0
13040,mobile,ended,-38.0,
13041,mobile,canceled,,
13042,mobile,ended,,
13043,mobile,ended,58.0,660.0
13044,mobile,ended,21.0,
13045,connect,ended,19.0,
13046,connect,ended,-71.0,
13047,connect,ended,-397.0,60.0
13048,mobile,canceled,,
13049,mobile,canceled,,
13050,mobile,ended,121.0,
13051,mobile,ended,7.0,150.0
13052,mobile,ended,-207.0,
13053,mobile,ended,-34.0,
13054,mobile,ended,133.0,
13055,mobile,ended,136.0,
13056,mobile,ended,-33.0,120.0
13057,mobile,ended,21.0,690.0
13058,mobile,ended,118.0,
13059,mobile,ended,48.0,
13060,mobile,ended,-73.0,
13061,mobile,ended,78.0,
13062,mobile,canceled,,
13063,mobile,canceled,,
13064,mobile,ended,275.0,
13065,mobile,canceled,,
13066,mobile,ended,727.0,
13067,connect,ended,-28.0,
13068,connect,canceled,,
13069,mobile,ended,62.0,
13070,connect,canceled,,
13071,mobile,canceled,,0.0
13072,mobile,ended,-40.0,
13073,mobile,canceled,,90.0
13074,mobile,ended,12.0,
13075,mobile,ended,-56.0,
13076,mobile,ended,89.0,
13077,mobile,ended,22.0,
13078,connect,canceled,,
13079,mobile,ended,,
13080,mobile,ended,880.0,
13081,mobile,canceled,,
13082,mobile,ended,1005.0,
13083,connect,canceled,,
13084,mobile,ended,115.0,
13085,mobile,ended,-6.0,
13086,mobile,ended,,
13087,mobile,ended,-30.0,
13088,mobile,ended,-18.0,
13089,mobile,ended,7.0,
13090,mobile,canceled,,
13091,mobile,ended,23.0,
13092,mobile,ended,133.0,
13093,mobile,ended,-42.0,
13094,mobile,canceled,,
13095,mobile,ended,-4.0,
13096,mobile,canceled,,
13097,connect,ended,-33.0,30.0
13098,connect,ended,-3.0,
13099,mobile,canceled,,
13100,mobile,ended,6.0,
13101,mobile,ended,,
13102,connect,ended,3.0,
13103,mobile,ended,-609.0,
13104,mobile,ended,-22.0,
13105,mobile,ended,73.0,
13106,mobile,ended,189.0,
13107,mobile,canceled,,600.0
13108,mobile,ended,2.0,
13109,mobile,ended,-201.0,
13110,mobile,ended,-71.0,
13111,connect,ended,29.0,
13112,mobile,canceled,,
13113,mobile,canceled,,
13114,mobile,ended,99.0,
13115,mobile,canceled,,
13116,mobile,ended,285.0,
13117,mobile,ended,-54.0,
13118,connect,ended,242.0,
13119,connect,ended,60.0,
13120,mobile,ended,3.0,
13121,mobile,ended,-1170.0,
13122,connect,ended,-168.0,
13123,mobile,ended,-110.0,
13124,connect,ended,-503.0,
13125,mobile,ended,39.0,
13126,mobile,ended,,
13127,mobile,ended,,
13128,connect,ended,31.0,
13129,mobile,canceled,,
13130,connect,ended,-55.0,
13131,mobile,ended,-54.0,
13132,mobile,ended,234.0,
13133,mobile,ended,-17.0,
13134,mobile,ended,5.0,
13135,mobile,ended,-4.0,
13136,mobile,ended,60.0,
13137,mobile,ended,82.0,
13138,connect,ended,82.0,
13139,mobile,ended,40.0,60.0
13140,mobile,ended,11.0,
13141,mobile,canceled,,
13142,connect,ended,22.0,30.0
13143,connect,ended,-3.0,
13144,mobile,ended,-53.0,
13145,mobile,ended,-13.0,
13146,mobile,ended,-222.0,
13147,connect,ended,-64.0,300.0
13148,connect,ended,204.0,
13149,mobile,canceled,,
13150,mobile,canceled,,
13151,connect,ended,-160.0,
13152,mobile,ended,214.0,
13153,connect,ended,-59.0,
13154,mobile,ended,860.0,
13155,mobile,ended,-101.0,
13156,mobile,canceled,,120.0
13157,connect,ended,13.0,0.0
13158,mobile,ended,24.0,
13159,mobile,ended,16.0,
13160,connect,ended,16.0,
13161,mobile,ended,79.0,
13162,mobile,ended,211.0,
13163,connect,ended,-473.0,
13164,connect,ended,170.0,
13165,mobile,ended,-120.0,
13166,mobile,ended,832.0,
13167,mobile,ended,241.0,
13168,mobile,ended,1171.0,
13169,mobile,canceled,,
13170,mobile,ended,204.0,
13171,connect,ended,32.0,
13172,mobile,ended,-13.0,
13173,mobile,ended,-10.0,
13174,connect,ended,-91.0,
13175,mobile,ended,13.0,
13176,mobile,ended,46.0,480.0
13177,mobile,ended,-74.0,
13178,mobile,canceled,,600.0
13179,mobile,ended,101.0,
13180,mobile,ended,-137.0,
13181,mobile,canceled,,
13182,mobile,ended,57.0,
13183,mobile,ended,283.0,
13184,mobile,ended,53.0,
13185,connect,ended,90.0,
13186,mobile,ended,851.0,
13187,mobile,ended,37.0,
13188,mobile,ended,-5.0,
13189,mobile,ended,706.0,
13190,mobile,ended,-102.0,630.0
13191,mobile,ended,-46.0,480.0
13192,mobile,ended,27.0,
13193,connect,ended,-760.0,180.0
13194,connect,ended,-493.0,
13195,mobile,canceled,,
13196,mobile,ended,45.0,30.0
13197,mobile,ended,-2.0,
13198,connect,ended,-141.0,
13199,mobile,ended,,720.0
13200,connect,ended,-27.0,
13201,mobile,ended,-17.0,
13202,mobile,ended,-16.0,
13203,mobile,ended,,
13205,mobile,ended,1027.0,
13206,connect,ended,-424.0,
13207,mobile,canceled,,
13208,mobile,ended,,
13209,connect,ended,,
13210,mobile,ended,-30.0,
13211,mobile,ended,-44.0,
13212,mobile,canceled,,
13213,mobile,canceled,,
13214,mobile,ended,47.0,
13215,mobile,ended,-5.0,
13216,connect,ended,-60.0,600.0
13217,mobile,ended,25.0,
13218,mobile,canceled,,
13219,mobile,ended,-2.0,
13220,mobile,ended,77.0,
13221,mobile,ended,2.0,
13222,mobile,ended,-1.0,
13223,connect,ended,-5.0,
13224,mobile,ended,-131.0,
13225,mobile,ended,844.0,
13226,mobile,canceled,,
13227,connect,ended,50.0,
13228,mobile,ended,218.0,180.0
13229,connect,ended,-2.0,720.0
13230,connect,canceled,,
13231,connect,ended,-35.0,
13232,mobile,ended,279.0,
13233,mobile,ended,45.0,
13234,mobile,ended,56.0,
13235,mobile,ended,-226.0,
13236,mobile,ended,,
13237,connect,ended,10.0,
13238,mobile,ended,-39.0,
13239,connect,canceled,,
13240,mobile,ended,-73.0,
13241,mobile,ended,80.0,
13242,mobile,ended,,
13243,mobile,ended,9.0,
13244,mobile,ended,,
13245,mobile,ended,577.0,
13246,connect,ended,-1.0,660.0
13247,mobile,canceled,,
13248,mobile,ended,-145.0,
13249,mobile,ended,22.0,
13250,mobile,ended,4.0,
13251,mobile,ended,15.0,
13252,mobile,ended,66.0,
13253,mobile,canceled,,
13254,mobile,ended,-631.0,
13255,mobile,ended,,
13256,mobile,ended,31.0,
13257,mobile,canceled,,390.0
13258,mobile,ended,74.0,0.0
13259,mobile,ended,-21.0,
13260,mobile,ended,90.0,
13261,mobile,ended,26.0,
13262,connect,canceled,,240.0
13263,mobile,ended,43.0,
13264,mobile,canceled,,330.0
13265,mobile,ended,-2.0,
13266,mobile,ended,38.0,
13267,mobile,ended,-17.0,
13268,mobile,ended,11.0,
13269,mobile,ended,791.0,
13270,mobile,ended,,
13271,mobile,ended,157.0,
13272,mobile,ended,10.0,
13273,mobile,ended,-67.0,
13274,mobile,canceled,,
13275,mobile,ended,121.0,
13276,mobile,canceled,,
13277,mobile,ended,559.0,
13278,connect,ended,,
13279,mobile,ended,24.0,120.0
13280,mobile,ended,,
13281,mobile,ended,72.0,
13282,mobile,canceled,,
13283,connect,ended,207.0,
13284,mobile,ended,-23.0,
13285,mobile,ended,-81.0,
13286,mobile,ended,188.0,
13287,connect,ended,-113.0,
13288,mobile,ended,-23.0,
13289,mobile,ended,308.0,
13290,mobile,ended,9.0,
13291,mobile,ended,-64.0,120.0
13292,connect,ended,-51.0,
13293,connect,ended,-24.0,
13294,mobile,ended,6.0,
13295,mobile,ended,-37.0,
13296,mobile,ended,,
13297,mobile,ended,99.0,
13298,connect,ended,-41.0,210.0
13299,connect,ended,183.0,
13300,connect,canceled,,
13301,mobile,ended,-35.0,
13302,connect,canceled,,
13303,connect,ended,-14.0,
13304,connect,ended,98.0,
13305,connect,ended,-193.0,
13306,mobile,ended,-13.0,
13307,mobile,ended,103.0,
13308,mobile,canceled,,
13309,mobile,ended,,
13310,mobile,ended,47.0,
13311,mobile,ended,-21.0,
13312,mobile,ended,44.0,
13313,connect,ended,-105.0,240.0
13314,mobile,ended,-2.0,
13315,mobile,ended,31.0,
13316,mobile,ended,201.0,
13317,mobile,ended,188.0,
13318,mobile,ended,80.0,
13319,mobile,ended,54.0,
13320,mobile,canceled,,
13321,mobile,ended,-56.0,
13322,connect,ended,173.0,
13323,mobile,ended,75.0,
13324,mobile,ended,28.0,
13325,mobile,ended,158.0,
13326,mobile,ended,31.0,
13327,mobile,ended,-43.0,
13328,connect,ended,-8.0,
13329,mobile,ended,45.0,
13330,mobile,ended,-68.0,0.0
13331,mobile,ended,8.0,
13332,mobile,ended,,
13333,mobile,ended,-25.0,
13334,mobile,ended,,
13335,mobile,ended,-89.0,0.0
13336,mobile,ended,252.0,
13337,mobile,ended,41.0,
13338,connect,ended,78.0,60.0
13339,mobile,ended,,
13340,mobile,ended,71.0,
13341,mobile,ended,,
13342,connect,canceled,,
13343,connect,ended,,660.0
13344,mobile,ended,30.0,
13345,mobile,ended,959.0,
13346,mobile,ended,26.0,
13347,mobile,ended,136.0,
13348,mobile,ended,3.0,
13349,mobile,ended,-2.0,
13350,mobile,ended,5.0,
13351,mobile,ended,106.0,
13352,connect,canceled,,
13353,mobile,ended,46.0,
13354,mobile,ended,105.0,
13355,connect,canceled,,
13356,mobile,ended,9.0,
13357,mobile,ended,,
13358,mobile,ended,209.0,
13359,connect,ended,-51.0,
13360,mobile,ended,-1.0,
13361,mobile,ended,63.0,
13362,mobile,ended,-14.0,
13363,connect,ended,-39.0,660.0
13364,mobile,ended,1420.0,
13365,mobile,ended,11.0,
13366,connect,ended,180.0,
13367,mobile,canceled,,
13368,connect,ended,-13.0,120.0
13369,mobile,ended,16.0,
13370,connect,ended,-17.0,
13371,connect,ended,48.0,
13372,mobile,ended,-17.0,0.0
13373,mobile,ended,,
13374,mobile,ended,72.0,
13375,connect,canceled,,60.0
13376,mobile,ended,58.0,150.0
13377,mobile,ended,32.0,
13378,mobile,ended,6.0,
13379,mobile,ended,44.0,
13380,connect,ended,-89.0,
13381,connect,ended,-238.0,
13382,mobile,ended,164.0,
13383,connect,ended,-132.0,
13384,mobile,ended,,
13385,mobile,ended,109.0,
13386,connect,ended,4.0,
13387,mobile,canceled,,
13388,connect,ended,-500.0,
13389,mobile,ended,296.0,
13390,mobile,ended,,
13391,mobile,canceled,,
13392,mobile,ended,256.0,
13393,mobile,ended,114.0,
13394,mobile,ended,6.0,
13395,mobile,ended,23.0,
13396,mobile,ended,180.0,
13397,connect,ended,4.0,
13398,mobile,ended,,
13399,mobile,ended,-191.0,720.0
13400,mobile,ended,,
13401,mobile,ended,45.0,
13402,mobile,ended,68.0,
13403,mobile,ended,193.0,
13404,mobile,ended,-77.0,
13405,mobile,ended,162.0,
13406,mobile,canceled,,
13407,mobile,ended,1195.0,
13408,mobile,ended,-1.0,
13409,mobile,ended,20.0,
13410,connect,ended,-15.0,
13411,mobile,canceled,,60.0
13412,mobile,ended,-1.0,
13413,mobile,ended,189.0,
13414,mobile,ended,-494.0,
13415,connect,ended,-21.0,
13416,mobile,ended,-950.0,
13417,mobile,ended,-8.0,
13418,mobile,ended,,
13419,mobile,ended,524.0,
13420,connect,ended,54.0,60.0
13421,connect,ended,-116.0,
13422,mobile,ended,51.0,150.0
13423,mobile,canceled,,
13424,mobile,ended,79.0,
13425,mobile,ended,25.0,
13426,mobile,ended,-69.0,
13427,mobile,canceled,,
13428,mobile,ended,2.0,
13429,connect,ended,23.0,
13430,mobile,ended,-3.0,
13431,mobile,ended,91.0,
13432,connect,ended,186.0,
13433,connect,ended,-972.0,
13434,mobile,ended,4.0,
13435,mobile,ended,-23.0,
13436,mobile,ended,477.0,
13437,mobile,ended,-18.0,
13438,connect,ended,-875.0,0.0
13439,mobile,canceled,,
13440,mobile,ended,-43.0,
13441,connect,ended,-188.0,
13442,mobile,ended,19.0,
13443,mobile,ended,42.0,
13444,mobile,canceled,,
13445,mobile,ended,-51.0,
13447,mobile,ended,-124.0,
13448,mobile,ended,-293.0,
13449,connect,ended,19.0,
13450,mobile,ended,-8.0,
13451,connect,ended,-141.0,
13452,mobile,ended,16.0,
13453,connect,ended,-822.0,
13454,mobile,ended,-29.0,
13455,mobile,ended,26.0,
13456,mobile,ended,2.0,
