hotel_name,url,score,description,address,latitude,longitude,cities
Mas le Sauvageon,/hotel/fr/mas-le-sauvageon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=54becb1aec72c7780e9bacfbc1248263&breadcrumb=hotel&srpvid=96a34285c35303fa&,9.1,"Le Mas le Sauvageon se trouve à 4 km du centre-ville des Saintes-Maries-de-la-Mer et à 34 km d'Arles. Cet établissement typiquement camarguais propose des hébergements sur 2 niveaux dans un cadre champêtre verdoyant.Occupant d'anciennes écuries, toutes les chambres chauffées comprennent une salle de bains privative avec douche à l'italienne, une télévision à écran plat, une mezzanine, un bureau et un minibar. Chacune d'entre elles donne accès à une terrasse privée et offre une vue sur le jardin.Tous les matins, l'établissement vous servira un petit-déjeuner continental que vous pourrez savourer sur la terrasse.Le Mas le Sauvageon se situe à 45 km du parc naturel régional de Camargue et à 64 km de Nîmes. Enfin, un parking gratuit est à votre disposition sur place.","D85 Route Du Bac du Sauvage, 13460 Les Saintes-Maries-de-la-Mer, France",43.48324784,4.39045474,  Les Saintes-Maries-de-la-Mer
Les Vagues,/hotel/fr/les-vagues-saintes-maries-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=e9a34b80a20f142fc38759060059faf6&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.7,"Situé aux Saintes-Maries-de-la-Mer, à 300 mètres de la plage d'Arenas, l'établissement Les Vagues propose une terrasse, un parking privé gratuit, un restaurant et un bar. Il se trouve à environ 400 mètres de la plage de Crin Blanc, à 500 mètres de celle d'Amphora et à 39 km de l'amphithéâtre d'Arles. Vous pourrez prendre un verre au snack-bar.Leur salle de bains privative est pourvue d'une baignoire ou d'une douche, d'articles de toilette gratuits, d'une télévision à écran plat et de la climatisation. Certaines chambres possèdent un balcon. Toutes sont équipées d'une armoire et d'une bouilloire.L'établissement Les Vagues sert un petit-déjeuner continental.Dans les environs, vous pourrez pratiquer des activités telles que la randonnée, la plongée avec tuba et le vélo. Vous pourrez vous détendre sur la plage.L'aéroport de Nîmes-Garons, le plus proche, est implanté à 41 km.","12 Avenue Théodore Aubanel, 13460 Les Saintes-Maries-de-la-Mer, France",43.450352,4.425047,  Les Saintes-Maries-de-la-Mer
Mas de la Grenouillère Hôtel et Centre équestre en pleine nature,/hotel/fr/ha-tel-mas-de-la-grenouilla-re.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=8e0b432f36ee6cb386545e1c5a55603b&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.3,"Cet hôtel et centre équestre est situé dans un corps de ferme provençal à Saintes-Maries-de-la-Mer, au sein du parc naturel régional de la Camargue. Il possède un jardin et une piscine extérieure bordée d'une terrasse bien exposée.Chaque chambre climatisée comprend une connexion Wi-Fi gratuite et donne sur une terrasse offrant une vue sur le jardin. Toutes les chambres sont dotées d'une télévision par satellite à écran plat et d'un plateau/bouilloire.Le petit-déjeuner peut être apprécié chaque matin sur la propre terrasse privée de votre hébergement. L'Mas de la Grenouillère Hôtel et Centre équestre en pleine nature organise des leçons d'équitation et des visites de la région environnante.Un parking gratuit pour voitures et vélos est disponible sur place et les rives du Petit Rhône ne se situent qu'à 1 km de là. L'hôtel est implanté à 36 km de la ville et de la gare d'Arles.","571 Chemin Haut des Launes, 13460 Les Saintes-Maries-de-la-Mer, France",43.47145266,4.40182686,  Les Saintes-Maries-de-la-Mer
Mangio Fango Hotel et Spa,/hotel/fr/mangio-fango.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=d80076af24bfb7605034d7a4da6b9ffd&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.7,"Le Mangio Fango Hotel et Spa est un établissement 4 étoiles situé aux Saintes-Maries-de-la-Mer. Il possède un jardin, une terrasse et un bar. Bénéficiant également d'une piscine extérieure, il se trouve à proximité d'attractions telles que l'église de Notre-Dame-de-la-Mer. Par ailleurs, vous profiterez d'un restaurant sur place.Les chambres du Mangio Fango Hotel et Spa sont dotées d'une bouilloire, d'une télévision à écran plat, de la climatisation et d'une salle de bains privative avec un sèche-cheveux. Certaines possèdent un balcon.L'établissement sert un petit-déjeuner buffet. En outre, le restaurant de l'hôtel est fermé tous les mardis et mercredis ( et fermé uniquement les mercredis pendant les vacances scolaires). Les jours de fermetures du restaurant peuvent être modifiés.Les réservations pour les diners doivent être faites à l'avance et sous réserve de la disponibilité du restaurant.Enfin, l'aéroport de Nîmes-Garons est le plus proche, implanté à 33 km du Mangio Fango Hotel et Spa.","Route d'Arles D570, 13460 Les Saintes-Maries-de-la-Mer, France",43.45978795,4.42328453,  Les Saintes-Maries-de-la-Mer
Le Mas de Cocagne,/hotel/fr/le-mas-de-cocagne-les-saintes-maries-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=5c338aa54257fc4f667194842d615379&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.5,"Le Mas de Cocagne dispose d'une piscine extérieure chauffée ouverte en saison et d'un jardin. Cet hôtel est situé à l'entrée des Saintes-Maries-de-la-Mer, à seulement 800 mètres des plages de sable fin et du centre-ville.Les chambres et les suites du Mas de Cocagne présentent un style à la fois contemporain et traditionnel de Camargue. Elles sont équipées de la climatisation et d'une connexion Wi-Fi gratuite. Chacune possède une salle de bains privative et offre une vue sur les jardins, les marais ou la piscine.Un petit-déjeuner buffet est servi chaque matin au bord de la piscine. Vous aurez la possibilité de vous détendre dans le jacuzzi ouvert en saison ou avec un choix de massages sur place, sur réservation uniquement.Vous pourrez visiter le village historique des Saintes-Maries-de-la-Mer et son église fortifiée. Enfin, différentes activités de plein air vous attendent également aux abords du Mas de Cocagne, notamment l'équitation, le vélo et des excursions en bateau.","route d'Arles, 13460 Les Saintes-Maries-de-la-Mer, France",43.45831608,4.42523181,  Les Saintes-Maries-de-la-Mer
Hotel Mas des Lys,/hotel/fr/mas-des-lys-les-saintes-maries-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=3adb36ba53aec7a67f10e57d2c84d1c8&breadcrumb=hotel&srpvid=cc9342832ae00007&,8.5,"L'Hôtel Mas des Lys est situé à Saintes-Maries-de-la-Mer, en Camargue, à 30 minutes en voiture d'Arles. Il vous propose une piscine extérieure et des chambres climatisées dotées d'une terrasse privée.Elles comprennent également une télévision à écran plat, un téléphone, une armoire et une salle de bains privative pourvue d'un sèche-cheveux et d'articles de toilette gratuits.Vous pourrez savourer un petit-déjeuner buffet tous les matins et déguster des boissons au bar de l'hôtel Mas des Lys. Vous trouverez par ailleurs des restaurants à moins de 2 km et vous profiterez d'une connexion Wi-Fi gratuite dans les parties communes.Un parking privé est mis gratuitement à votre disposition. Vous pourrez en outre louer des vélos et pratiquer l'équitation sur place. Depuis l'établissement, vous rejoindrez en voiture Nîmes en 45 minutes et Montpellier en 50 minutes.","Route D'arles D570, 13460 Les Saintes-Maries-de-la-Mer, France",43.47418844,4.41020608,  Les Saintes-Maries-de-la-Mer
Hôtel Les Arcades,/hotel/fr/ha-tel-les-arcades.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=68e7dd209c7c0b5ffe3e6bc78bafefff&breadcrumb=hotel&srpvid=cc9342832ae00007&,8.6,"L’Hôtel Les Arcades est situé à seulement 100 mètres de la plage la plus proche et à 400 mètres de l'église des Saintes-Maries-de-la-Mer. Cet établissement 3 étoiles propose une connexion Wi-Fi gratuite dans l’ensemble des locaux. L’établissement se trouve à 35 minutes d'Arles en voiture. Vous trouverez également à proximité un centre de thalassothérapie.Les chambres de l'Hôtel Les Arcades sont équipées d'un bureau, d'une moustiquaire et d'une télévision par câble à écran LCD avec les chaînes Canal+, Canal+ Sport, RAI1 et RTL. Certaines chambres sont climatisées. Toutes comprennent une salle de bains privative pourvue d’articles de toilette gratuits et d’un sèche-cheveux.Un petit-déjeuner buffet est servi chaque matin dans la salle prévue à cet effet. Le bar sert une sélection de boissons sans alcool que vous pourrez apprécier sur la terrasse.Le Grau-du-Roi vous attend à 45 minutes de route. Nîmes se trouve à 45 km. Vous pourrez découvrir le littoral et le parc naturel régional de Camargue. Un parking public gratuit est disponible à 50 mètres de l'établissement. Vous pourrez vous garer en face de l'hôtel pour décharger votre voiture.","5, rue Paul Hermann, 13460 Les Saintes-Maries-de-la-Mer, France",43.4526278,4.43076655,  Les Saintes-Maries-de-la-Mer
Clamador,/hotel/fr/clamador.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=48a6fe28aab5351e42ca419a48b4ab25&breadcrumb=hotel&srpvid=cc9342832ae00007&,8.3,"Le Clamador est un hôtel situé à 2 km de Saintes-Marie-de-la-Mer et à seulement 1 km de la plage. Vous pourrez profiter d'un mini-golf sur place.Ses chambres climatisées disposent d'une télévision à écran plat et d'un téléphone.Installé au calme dans un environnement naturel, l'hôtel possède une piscine extérieure. Vous pourrez également pique-niquer au bord de la piscine et profiter du barbecue dans le jardin. Il comporte également un bar.Situé entre le Rhône et les étangs, cet établissement est facilement accessible par la route D38. Enfin, vous bénéficierez d'un parking privé gratuit.","Route De l'Amaree, 13460 Les Saintes-Maries-de-la-Mer, France",43.46821258,4.3956323,  Les Saintes-Maries-de-la-Mer
Le Fangassier,/hotel/fr/le-fangassier.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=2b9ea336fcb65ae00b98aaae4b1cfa56&breadcrumb=hotel&srpvid=cc9342832ae00007&,8.7,"L’établissement Le Fangassier vous accueille dans un bâtiment de style camarguais, à 600 mètres de la plage des Saintes-Maries-de-la-Mer, en Provence-Alpes-Côte d’Azur. La connexion Wi-Fi est gratuite.Toutes les chambres climatisées disposent d'un téléphone et d'une télévision à écran plat. Une salle de bains avec baignoire ou douche est également fournie. Certaines chambres sont dotées d’une terrasse ou d’un balcon privés.L’établissement Le Fangassier propose chaque matin un petit-déjeuner buffet.Vous trouverez des magasins et restaurants à moins de 5 minutes de marche.L’hôtel se trouve à 15 minutes de route du château d’Avignon et à 37 km d’Arles.","12, Route de Cacharel, 13460 Les Saintes-Maries-de-la-Mer, France",43.45449604,4.43070754,  Les Saintes-Maries-de-la-Mer
Le Dauphin Bleu,/hotel/fr/le-dauphin-bleu.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=f5d0d32f217ed91d14c9b6f1a8bb7009&breadcrumb=hotel&srpvid=cc9342832ae00007&,8.4,"Situé à 50 mètres de la plage, face à la mer Méditerranée, l’établissement Le Dauphin Bleu vous accueille à 400 mètres du centre de la vieille ville historique des Saintes-Maries-de-la-Mer. Vous bénéficierez gratuitement d’une connexion Wi-Fi dans les chambres.Les chambres comportent également toutes la climatisation, une télévision à écran plat et une salle de bains privative. Certaines offrent une vue sur la mer.Implanté dans le delta du Rhône, cet hôtel se trouve à seulement 700 mètres d’une église fortifiée datant du Moyen Âge. Vous pourrez pratiquer des sports nautiques dans les environs, notamment la planche à voile. L’aéroport de Montpellier est le plus proche, à 56,1 km du Dauphin Bleu.","31 Avenue Gilbert Leroy, 13460 Les Saintes-Maries-de-la-Mer, France",43.45233086,4.43364993,  Les Saintes-Maries-de-la-Mer
Hôtel Restaurant Les Arnelles,/hotel/fr/les-arnelles.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=0cedc5dc2168ccac7221f4e7b032f9ab&breadcrumb=hotel&srpvid=cc9342832ae00007&,8.6,"Situé aux Saintes-Marie-de-la-Mer, au cœur du parc naturel régional de Camargue, l’établissement Les Arnelles dispose d'une piscine extérieure, d'un jardin et d'une terrasse. Vous pourrez y pratiquer l'équitation et profiter de massages.Dotées de la climatisation et d'une connexion Wi-Fi gratuite, les chambres sont pourvues d'une télévision à écran plat et d'une salle de bains avec douche ou baignoire et articles de toilette gratuits. Vous aurez également accès à une terrasse privée.Un petit-déjeuner buffet est servi sur place tous les matins. Vous pourrez également savourer des spécialités méditerranéennes dans l'hôtel ou vous détendre au bar.Le repas du soir se présente sous la forme d'un menu unique afin de travailler avec des producteurs locaux en circuit court. Merci de signaler avant votre arrivée toute allergie, intolérance ou restriction culinaire.La plage vous attend à 1,3 km. Le jardin zoologique de Pont de Gau peut être visité à 3,5 km. Vous pourrez également découvrir le Grau Du Roi et Aigues Mortes à 35 km. La gare TGV d'Arles se trouve à 35 km.","Route d'Arles, 13460 Les Saintes-Maries-de-la-Mer, France",43.46095608,4.42231894,  Les Saintes-Maries-de-la-Mer
Hotel Lou Marquès,/hotel/fr/lou-marques.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=7e21d35b0acc862cb0e4e5837c745768&breadcrumb=hotel&srpvid=cc9342832ae00007&,9.0,"Le Lou Marquès est situé aux Saintes-Maries-de-la-Mer, dans le parc naturel régional de Camargue.  Il propose une connexion Wi-Fi gratuite et une terrasse bien exposée. Il se trouve à seulement 400 mètres des plages.Toutes les chambres climatisées du Lou Marquès sont équipées d'une télévision à écran LCD et d'un téléphone. Elles disposent toutes d'une salle de bains privative avec douche et certaines possèdent également une terrasse privée.Vous pourrez prendre votre petit-déjeuner dans le salon commun ou sur la terrasse. La réception pourra vous renseigner sur les restaurants les plus proches.Un parking public gratuit est disponible sur place et l'hôtel se trouve à 5 minutes en voiture du parc ornithologique du Pont de Gau. Arles est accessible en 30 minutes de route.","6 Rue du Vibre, 13460 Les Saintes-Maries-de-la-Mer, France",43.45512494,4.42874014,  Les Saintes-Maries-de-la-Mer
Mas De Calabrun,/hotel/fr/mas-de-calabrun.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=f0bcd53a4a641288fc718c32058cc675&breadcrumb=hotel&srpvid=cc9342832ae00007&,8.4,"Doté d’une piscine extérieure, d’un terrain de pétanque et d’une table de ping-pong, l’hôtel Mas De Calabrun est installé sur un domaine privé à Saintes-Maries-de-la-Mer, dans le Parc naturel régional de Camargue Il vous accueille à 8 minutes de route de la plage. Une connexion Wi-Fi est disponible gratuitement.Les chambres climatisées présentent une décoration traditionnelle de la Camargue et offrent une vue sur le jardin ou la piscine. Elles comprennent une télévision à écran plat. Leur salle de bains privative est pourvue d’une douche et d’un sèche-cheveux.Le Calabrun peut également organiser des balades à cheval et des excursions en jeep.Enfin, l’hôtel propose un parking privé gratuit sur place et se trouve à 1 heure de route au sud de Nîmes.","Route De Cacharel D 85A, 13460 Les Saintes-Maries-de-la-Mer, France",43.5022583,4.42575753,  Les Saintes-Maries-de-la-Mer
Auberge de la Fadaise,/hotel/fr/auberge-de-la-fadaise.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKH_5GnBsACAdICJDJmMzUxMzAwLTNkZDEtNGY1YS1hZTA4LTA4YTM0NmFjNWZkNNgCBeACAQ&sid=226b5f37e0149c6ff69560632868a7d8&breadcrumb=hotel&srpvid=cc9342832ae00007&,8.3,"L’Auberge de la Fadaise est située à Saintes-Maries-de-la-Mer, au cœur de la Camargue, à 5 minutes de route de la plage. Vous pourrez profiter de la piscine extérieure ou monter à cheval sur place et dans la région sur réservation.Les chambres comprennent toutes une télévision à écran plat. Certains logements offrent une vue sur la piscine et d'autres possèdent un balcon. Chaque chambre possède une salle de bains privative pourvue d’une baignoire ou d’une douche.Chaque matin, vous pourrez déguster un petit-déjeuner continental moyennant des frais supplémentaires. Les propriétaires pourront vous préparer des repas faits maison ainsi que des spécialités locales sur réservation. Des sandwichs, des boissons et des glaces sont disponibles moyennant des frais supplémentaires tout au long de la journée.Doté d’un parking privé gratuit sur place, l’établissement se trouve à 5 km de Saintes-Maries-de-la-Mer et à 20 minutes de route d’Aigues-Mortes. Le parc ornithologique du Pont de Gau est situé à 200 mètres de l’établissement.","Route d'Arles - Quartier du Pont de Gau  D570, 13460 Les Saintes-Maries-de-la-Mer, France",43.48647018,4.40415502,  Les Saintes-Maries-de-la-Mer
